X,Y,Point_ID,Coarse,Clay,Sand,Silt,pH_CaCl2,pH_H20,EC,OC,CaCO3,P,N,K,LC,LU,NUTS_0,NUTS_1,NUTS_2,NUTS_3,LC0_Desc,LC1_Desc,LU1_Desc
24.837332293,43.75308278,"55102412",,,,,7.40,7.67,19.58,16.70,"5",25.60,2.10,344.40,B31,U111,RO,RO3,RO31,RO317,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
25.387604394,45.760762437,"55102640",,,,,4.20,4.54,32.30,17.70,"0",12.30,2.20,108.50,E20,U111,RO,RO1,RO12,RO122,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.525753802,46.235211021,"55102694",,,,,7.30,7.51,56.60,33.60,"84",12.10,2.70,127.20,C10,U120,RO,RO1,RO12,RO124,Woodland,Broadleaved woodland,Forestry
25.562087707,46.358150335,"55102708",,,,,4.70,4.98,48.50,69.90,"0",15.70,6.40,114.50,E20,U111,RO,RO1,RO12,RO124,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.828019779,47.235498287,"55102808","40","16","32","52",4.00,4.18,68.80,101.80,"1",29.80,5.90,166.10,C21,U120,RO,RO2,RO21,RO214,Woodland,Spruce dominated coniferous woodland,Forestry
23.560545508,38.0927732,"55121774",,,,,7.80,8.30,15.00,17.50,"361",10.90,0.70,239.70,E30,U410,EL,EL3,EL30,EL306,Grassland,Spontaneously re-vegetated surfaces,Abandoned areas
23.666137093,38.609488892,"55121832",,,,,7.10,7.35,16.85,13.10,"2",10.90,1.50,399.90,B74,U111,EL,EL6,EL64,EL642,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens)
24.317307175,41.557636961,"55122164","10","7","62","31",4.70,5.06,15.50,17.60,"0",0.00,1.90,97.60,E10,U111,BG,BG4,BG42,BG424,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
26.008162972,47.722333883,"55122864",,,,,7.10,7.42,23.50,11.30,"5",39.10,1.20,154.30,C10,U120,RO,RO2,RO21,RO215,Woodland,Broadleaved woodland,Forestry
26.030503752,47.792393183,"55122872",,,,,4.90,5.17,22.10,19.50,"0",31.00,2.20,321.20,B21,U111,RO,RO2,RO21,RO215,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
23.626425201,38.303428044,"55141798",,,,,7.80,8.14,36.30,15.70,"196",21.10,1.60,429.60,B51,U111,EL,EL6,EL64,EL641,Cropland,Clovers,Agriculture (excluding fallow land and kitchen gardens)
24.224957565,41.058101729,"55142108","10","16","50","34",6.80,7.16,8.53,6.50,"1",44.90,0.90,234.10,E30,U112,EL,EL5,EL51,EL514,Grassland,Spontaneously re-vegetated surfaces,Fallow land
24.387112575,41.749003097,"55142186",,,,,5.50,6.10,3.69,8.60,"0",4.10,0.70,192.80,C10,U120,BG,BG4,BG42,BG424,Woodland,Broadleaved woodland,Forestry
24.677557856,42.933909927,"55142320",,,,,7.20,7.37,18.13,23.00,"35",13.80,2.60,173.30,E30,U420,BG,BG3,BG31,BG315,Grassland,Spontaneously re-vegetated surfaces,Semi-natural and natural areas not in use
24.740226343,43.181181615,"55142348",,,,,6.90,7.12,24.00,16.30,"3",110.40,1.90,616.30,B31,U111,BG,BG3,BG31,BG315,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
25.031153195,44.292543198,"55142474",,,,,5.00,5.55,9.10,17.70,"0",11.50,1.60,249.20,B11,U111,RO,RO3,RO31,RO317,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
25.337457407,45.401689781,"55142600","37","7","51","42",5.30,5.70,39.10,124.70,"1",22.90,8.20,95.80,C31,U120,RO,RO1,RO12,RO122,Woodland,Spruce dominated mixed woodland,Forestry
25.392599206,45.595123924,"55142622",,,,,5.10,5.58,6.82,18.40,"0",0.00,2.00,273.00,E20,U111,RO,RO1,RO12,RO122,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.402679568,45.630286543,"55142626",,,,,4.00,4.59,6.53,30.90,"0",18.10,2.50,69.90,C33,U120,RO,RO1,RO12,RO122,Woodland,Other mixed woodland,Forestry
25.417831795,45.683026304,"55142632",,,,,4.00,4.55,11.78,24.50,"0",10.10,1.60,58.80,C10,U120,RO,RO1,RO12,RO122,Woodland,Broadleaved woodland,Forestry
25.623558766,46.385745101,"55142712","8","12","29","59",3.60,3.88,40.90,137.90,"1",25.80,8.20,117.00,C21,U120,RO,RO1,RO12,RO124,Woodland,Spruce dominated coniferous woodland,Forestry
25.863513092,47.175239362,"55142802",,,,,7.40,7.84,21.40,16.50,"73",6.80,1.10,77.70,C21,U120,RO,RO2,RO21,RO214,Woodland,Spruce dominated coniferous woodland,Forestry
24.289518551,41.231939127,"55162128","21","5","63","31",5.20,5.53,13.14,15.50,"0",10.40,1.40,76.00,C10,U120,EL,EL5,EL51,EL514,Woodland,Broadleaved woodland,Forestry
25.392605313,45.503505919,"55162612",,,,,6.70,7.03,17.52,11.90,"1",5.20,1.50,66.40,C10,U120,RO,RO1,RO12,RO122,Woodland,Broadleaved woodland,Forestry
25.397629964,45.52108891,"55162614",,,,,4.80,5.10,21.20,14.30,"0",6.30,1.80,72.10,B53,U111,RO,RO1,RO12,RO122,Cropland,Other Leguminous  and mixtures for fodder,Agriculture (excluding fallow land and kitchen gardens)
25.504125229,45.890203062,"55162656",,,,,4.20,4.50,18.05,17.90,"0",7.90,1.80,103.90,E20,U111,RO,RO1,RO12,RO122,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.717557149,46.610146374,"55162738",,,,,5.30,5.43,21.30,21.70,"0",11.30,2.50,82.80,E20,U111,RO,RO1,RO12,RO124,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
23.722731193,38.546340439,"55181826",,,,,7.10,7.44,13.30,18.70,"4",16.30,1.70,285.10,C22,U120,EL,EL6,EL64,EL642,Woodland,Pine dominated coniferous woodland,Forestry
24.317108814,41.246251765,"55182130",,,,,7.40,7.50,6.81,15.40,"0",8.60,1.30,147.30,C10,U120,EL,EL5,EL51,EL514,Woodland,Broadleaved woodland,Forestry
24.392206112,41.565083061,"55182166","15","11","50","39",6.80,6.94,15.37,31.20,"11",0.00,1.80,61.30,C21,U120,BG,BG4,BG42,BG424,Woodland,Spruce dominated coniferous woodland,Forestry
24.468367236,41.883728064,"55182202","18","12","63","25",4.20,4.75,4.28,10.80,"0",6.60,1.00,87.40,C10,U120,BG,BG4,BG42,BG424,Woodland,Broadleaved woodland,Forestry
24.761555214,43.068170869,"55182336",,,,,4.70,4.99,29.20,22.50,"0",6.10,2.20,155.60,C10,U120,BG,BG3,BG31,BG315,Woodland,Broadleaved woodland,Forestry
24.856719626,43.43889057,"55182378",,,,,7.20,7.44,13.27,15.40,"1",19.30,1.70,188.30,B11,U111,BG,BG3,BG31,BG314,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
25.075646435,44.267697559,"55182472",,,,,5.50,6.15,12.65,16.10,"0",13.30,1.50,244.50,B16,U111,RO,RO3,RO31,RO317,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
25.108974822,44.391030895,"55182486",,,,,5.20,5.59,10.86,23.70,"0",12.60,2.30,298.50,E20,U111,RO,RO3,RO31,RO317,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
26.120266447,47.815737659,"55182876",,,,,5.00,5.45,16.56,24.40,"0",13.00,2.30,199.10,B16,U111,RO,RO2,RO21,RO215,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
24.424196642,41.597062083,"55202170","44","29","9","62",5.20,5.40,49.20,55.70,"0",10.60,6.10,286.10,E10,U112,BG,BG4,BG42,BG424,Grassland,Grassland with sparse tree/shrub cover,Fallow land
24.835411261,43.258840926,"55202358",,,,,5.30,5.77,7.54,15.70,"1",53.30,1.60,313.90,B13,U111,BG,BG3,BG31,BG315,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
25.493451328,45.671861746,"55202632","6","21","33","46",5.60,5.97,15.69,19.80,"1",18.70,1.90,86.00,B21,U111,RO,RO1,RO12,RO122,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
25.790080831,46.67272317,"55202746","18","18","29","54",4.10,4.42,8.75,10.20,"1",0.00,1.10,39.70,C21,U120,RO,RO1,RO12,RO124,Woodland,Spruce dominated coniferous woodland,Forestry
26.056859653,47.531656262,"55202844",,,,,5.20,5.61,20.20,24.10,"0",6.80,2.50,137.80,E20,U111,RO,RO2,RO21,RO215,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
24.310261653,41.009067493,"55222104",,,,,7.50,7.78,18.53,19.10,"158",104.00,1.90,381.80,B16,U111,EL,EL5,EL51,EL515,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
25.513566139,45.650554466,"55222630",,,,,5.90,6.10,25.50,12.60,"4",35.90,1.60,155.50,B11,U111,RO,RO1,RO12,RO122,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
25.523741481,45.68570152,"55222634",,,,,6.40,6.62,31.60,32.20,"1",38.20,3.00,222.90,B11,U111,RO,RO1,RO12,RO122,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
25.549254569,45.773559347,"55222644",,,,,6.00,6.29,20.10,28.30,"1",27.00,2.90,124.10,E30,U112,RO,RO1,RO12,RO122,Grassland,Spontaneously re-vegetated surfaces,Fallow land
25.605761801,45.966797241,"55222666",,,,,5.10,5.36,25.10,18.60,"0",9.10,2.30,146.20,E20,U111,RO,RO1,RO12,RO123,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.688894662,46.247749427,"55222698","9","18","25","57",4.70,4.96,26.00,31.10,"1",7.60,3.20,135.70,E20,U111,RO,RO1,RO12,RO123,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.736153679,46.405721919,"55222716",,,,,4.80,5.23,17.92,15.90,"0",5.60,1.80,88.40,E20,U111,RO,RO1,RO12,RO124,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
24.829432928,43.039896282,"55242334",,,,,4.60,4.89,27.90,23.70,"0",12.00,2.70,81.00,E20,U111,BG,BG3,BG31,BG315,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.240790367,44.591443702,"55242510",,,,,4.90,5.28,12.86,12.10,"0",10.50,1.30,157.70,B16,U111,RO,RO3,RO31,RO313,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
25.884288614,46.80539005,"55242762","22","12","29","59",4.30,4.68,11.39,26.60,"1",10.80,2.80,58.30,C10,U120,RO,RO2,RO21,RO214,Woodland,Broadleaved woodland,Forestry
26.159332103,47.681462621,"55242862",,,,,5.00,5.41,21.10,21.50,"0",39.50,2.50,162.90,E20,U111,RO,RO2,RO21,RO215,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
23.739173798,38.177110576,"55261786","30","15","41","44",6.50,6.78,16.84,100.70,"6",15.20,5.50,259.70,C21,U120,EL,EL3,EL30,EL305,Woodland,Spruce dominated coniferous woodland,Forestry
24.571673443,41.905264037,"55262206",,,,,5.80,6.01,5.83,13.40,"0",12.10,1.40,85.60,C21,U120,BG,BG4,BG42,BG421,Woodland,Spruce dominated coniferous woodland,Forestry
24.876182866,43.124613851,"55262344",,,,,7.50,7.84,21.90,20.90,"35",6.90,2.50,226.10,E20,U111,BG,BG3,BG31,BG315,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
24.889805573,43.177567411,"55262350",,,,,6.90,7.14,16.78,35.80,"4",6.00,3.50,318.70,E10,U111,BG,BG3,BG31,BG315,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.169295289,44.235566991,"55262470",,,,,5.50,5.84,18.50,24.60,"0",18.20,2.60,286.80,E20,U111,RO,RO3,RO31,RO317,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.2268466,44.446922668,"55262494",,,,,5.20,5.51,13.15,15.80,"0",21.20,1.60,233.40,B31,U111,RO,RO3,RO31,RO311,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
25.558845788,45.625500806,"55262628",,,,,4.00,4.37,9.28,9.70,"0",0.00,0.80,25.10,C33,U120,RO,RO1,RO12,RO122,Woodland,Other mixed woodland,Forestry
25.677154479,46.029504723,"55262674","0","25","11","64",6.90,7.09,70.80,49.60,"17",24.70,5.70,122.60,E20,U111,RO,RO1,RO12,RO123,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.755556178,46.292825045,"55262704","11","24","20","57",4.30,4.61,33.10,53.10,"0",7.70,4.00,205.10,C31,U120,RO,RO1,RO12,RO124,Woodland,Spruce dominated mixed woodland,Forestry
25.78191198,46.380570309,"55262714",,,,,7.40,7.49,98.60,354.70,"71",58.20,31.80,103.40,E20,U111,RO,RO1,RO12,RO124,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.947844569,46.924276102,"55262776","23","22","15","63",4.70,4.95,22.80,39.60,"0",6.80,3.40,104.10,C21,U120,RO,RO2,RO21,RO214,Woodland,Spruce dominated coniferous woodland,Forestry
23.820549436,38.458821061,"55281818",,,,,7.30,7.65,17.00,13.90,"6",0.00,1.30,293.20,D20,U420,EL,EL6,EL64,EL642,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
24.677683682,42.23779822,"55282244",,,,,5.00,5.40,4.93,7.00,"0",28.30,0.90,97.50,B31,U111,BG,BG4,BG42,BG421,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
24.991911518,43.473954368,"55282384",,,,,7.70,8.10,18.63,17.20,"63",13.00,2.20,238.80,B16,U111,BG,BG3,BG31,BG314,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
25.042911939,43.667953642,"55282406",,,,,7.60,7.99,18.58,9.60,"18",13.90,1.30,167.80,B32,U111,BG,BG3,BG31,BG314,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
25.141545882,44.038125334,"55282448",,,,,6.00,6.23,20.50,14.80,"1",77.00,1.70,437.10,E20,U111,RO,RO3,RO31,RO317,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.523103303,45.410866028,"55282604","17","29","9","62",4.50,4.97,5.85,11.30,"0",0.00,1.40,87.20,C21,U120,RO,RO3,RO31,RO316,Woodland,Spruce dominated coniferous woodland,Forestry
25.645554554,45.83255717,"55282652",,,,,4.00,4.37,16.86,10.40,"0",5.70,1.00,134.00,C10,U120,RO,RO1,RO12,RO123,Woodland,Broadleaved woodland,Forestry
25.865885644,46.569734494,"55282736","12","13","33","53",4.40,4.63,19.28,20.40,"0",0.00,1.90,26.20,E20,U111,RO,RO1,RO12,RO124,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.957325229,46.867832318,"55282770",,,,,7.20,7.50,14.85,20.50,"2",5.20,2.00,100.70,C21,U120,RO,RO2,RO21,RO214,Woodland,Spruce dominated coniferous woodland,Forestry
25.984473157,46.955477,"55282780",,,,,4.30,4.77,3.76,15.20,"0",0.00,1.70,111.80,C21,U120,RO,RO2,RO21,RO214,Woodland,Spruce dominated coniferous woodland,Forestry
26.211550875,47.673627897,"55282862",,,,,7.10,7.45,25.50,12.40,"8",39.10,1.50,151.80,E20,U111,RO,RO2,RO21,RO215,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
26.336769545,48.058582188,"55282906",,,,,5.80,6.08,24.80,12.70,"0",31.70,1.60,355.20,B22,U111,RO,RO2,RO21,RO212,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
24.567606949,41.685990105,"55302182","21","10","66","25",4.40,4.64,18.67,15.40,"1",0.00,1.40,70.80,C33,U120,BG,BG4,BG42,BG424,Woodland,Other mixed woodland,Forestry
24.705867936,42.251969714,"55302246",,,,,4.30,4.74,8.82,8.30,"0",27.70,0.90,93.90,B11,U111,BG,BG4,BG42,BG421,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
24.947271001,43.205725548,"55302354",,,,,5.90,6.07,10.88,14.50,"1",35.20,1.60,203.40,B11,U111,BG,BG3,BG31,BG315,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
25.31986711,44.598041172,"55302512",,,,,4.50,4.93,12.58,13.50,"0",20.20,1.50,155.10,B16,U111,RO,RO3,RO31,RO313,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
25.363858056,44.756434936,"55302530",,,,,6.30,6.76,7.51,10.90,"0",0.00,1.10,139.90,D10,U111,RO,RO3,RO31,RO313,Shrubland,Shrubland with sparse tree cover,Agriculture (excluding fallow land and kitchen gardens)
25.418069562,44.949965104,"55302552",,,,,6.70,6.89,19.58,10.40,"3",12.00,1.50,105.00,B16,U111,RO,RO3,RO31,RO313,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
25.573531399,45.495000331,"55302614","29","36","12","51",6.10,6.48,10.99,11.10,"1",0.00,1.40,60.70,C21,U120,RO,RO1,RO12,RO122,Woodland,Spruce dominated coniferous woodland,Forestry
25.822338907,46.337854112,"55302710",,,,,5.00,5.30,27.60,19.00,"0",18.50,2.00,86.10,E20,U111,RO,RO1,RO12,RO124,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
26.142383069,47.372073447,"55302828",,,,,5.70,5.97,29.10,22.20,"0",6.50,2.60,180.60,C31,U120,RO,RO2,RO21,RO215,Woodland,Spruce dominated mixed woodland,Forestry
23.813772199,38.202966142,"55321790",,,,,7.20,7.45,18.75,60.70,"10",8.00,4.00,470.80,C22,U120,EL,EL3,EL30,EL305,Woodland,Pine dominated coniferous woodland,Forestry
24.472864495,41.186828183,"55322126","19","38","10","53",6.70,6.93,7.79,40.80,"11",8.10,4.10,280.10,C10,U120,EL,EL5,EL51,EL514,Woodland,Broadleaved woodland,Forestry
24.638419671,41.877123986,"55322204","36","18","44","38",7.10,7.49,13.85,22.30,"205",32.40,2.30,261.50,E20,U111,BG,BG4,BG42,BG424,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.049746085,43.502036506,"55322388",,,,,7.80,8.03,14.27,14.60,"97",11.80,1.50,138.60,B82,U111,BG,BG3,BG31,BG314,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
25.228697426,44.171784102,"55322464",,,,,5.30,5.75,10.04,28.50,"0",10.50,2.80,213.90,D10,U410,RO,RO3,RO31,RO317,Shrubland,Shrubland with sparse tree cover,Abandoned areas
25.296033361,44.418326369,"55322492",,,,,4.90,5.33,10.03,10.80,"0",6.50,1.20,181.70,B12,U111,RO,RO3,RO31,RO317,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
26.246815424,47.613262424,"55322856",,,,,5.90,6.20,13.70,19.40,"1",25.80,2.10,155.50,B16,U111,RO,RO2,RO21,RO215,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
24.824157534,42.527667627,"55342278",,,,,4.20,4.45,16.22,5.70,"1",23.20,0.80,58.80,B52,U111,BG,BG4,BG42,BG421,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
24.963647596,43.075037878,"55342340",,,,,5.30,5.55,28.50,22.50,"0",7.60,2.70,216.30,E10,U112,BG,BG3,BG32,BG322,Grassland,Grassland with sparse tree/shrub cover,Fallow land
25.111313403,43.639487711,"55342404",,,,,7.80,8.17,14.19,16.90,"1",25.60,1.80,164.10,B82,U111,BG,BG3,BG31,BG314,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
25.215068267,44.027207911,"55342448",,,,,5.20,5.83,13.55,8.10,"0",17.60,1.00,87.70,E20,U111,RO,RO3,RO31,RO317,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.388909614,44.661064986,"55342520",,,,,7.20,7.63,12.44,12.50,"5",6.40,1.40,86.00,E10,U111,RO,RO3,RO31,RO313,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.623761407,45.48749286,"55342614",,,,,4.00,4.19,20.30,17.20,"0",0.00,1.60,53.80,C21,U120,RO,RO1,RO12,RO122,Woodland,Spruce dominated coniferous woodland,Forestry
26.352436394,47.854289615,"55342884",,,,,4.60,5.02,22.10,19.10,"0",10.60,1.80,41.30,C10,U120,RO,RO2,RO21,RO212,Woodland,Broadleaved woodland,Forestry
26.421398839,48.064166904,"55342908",,,,,7.40,7.63,21.30,22.90,"12",7.30,2.70,351.90,B16,U111,RO,RO2,RO21,RO212,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
24.49043645,41.055948228,"55362112",,,,,6.70,6.68,27.30,70.40,"33",7.80,5.70,268.50,C10,U120,EL,EL5,EL51,EL515,Woodland,Broadleaved woodland,Forestry
24.595724433,41.498591875,"55362162","22","11","58","32",4.60,5.07,7.65,15.40,"0",0.00,1.30,92.90,C32,U120,BG,BG4,BG42,BG424,Woodland,Pine dominated mixed woodland,Forestry
24.634132912,41.6578542,"55362180","14","11","52","37",5.20,5.53,22.50,16.70,"0",20.80,2.00,372.00,E20,U111,BG,BG4,BG42,BG424,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
24.799324168,42.329776146,"55362256",,,,,4.40,4.75,12.41,6.10,"0",24.60,0.90,47.00,F40,U111,BG,BG4,BG42,BG421,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
25.00147679,43.124394263,"55362346",,,,,5.30,5.68,11.34,15.50,"1",30.10,1.70,238.80,B31,U111,BG,BG3,BG32,BG322,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
25.042785723,43.283178225,"55362364",,,,,6.20,6.45,14.68,18.60,"1",6.20,2.40,166.90,B31,U111,BG,BG3,BG31,BG315,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
25.20157019,43.882610318,"55362432",,,,,5.70,6.06,10.53,20.90,"0",10.70,1.90,300.80,B11,U111,RO,RO3,RO31,RO317,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
25.909422685,46.361460974,"55362714","11","39","9","52",4.90,5.30,5.38,21.50,"1",0.00,2.50,136.00,C21,U120,RO,RO1,RO12,RO124,Woodland,Spruce dominated coniferous woodland,Forestry
25.93608737,46.449155746,"55362724","16","32","12","56",5.30,5.69,10.16,25.70,"1",0.00,2.80,61.00,E10,U111,RO,RO1,RO12,RO124,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
23.840536953,37.997209917,"55381768",,,,,7.40,7.86,22.60,31.40,"399",17.10,2.10,172.80,C23,U420,EL,EL3,EL30,EL305,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use
24.731127097,41.955043442,"55382214","6","13","48","39",4.70,5.20,8.72,26.80,"0",0.00,1.80,90.00,C32,U120,BG,BG4,BG42,BG421,Woodland,Pine dominated mixed woodland,Forestry
25.01189622,43.067868334,"55382340",,,,,7.00,7.13,17.23,21.80,"6",35.30,2.80,274.20,B11,U111,BG,BG3,BG32,BG322,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
25.350607994,44.336874029,"55382484",,,,,5.00,5.46,18.98,19.30,"0",63.80,1.90,401.50,B16,U111,RO,RO3,RO31,RO317,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
25.448267394,44.688849788,"55382524",,,,,5.20,5.51,12.74,10.70,"0",6.50,1.50,149.50,E30,U112,RO,RO3,RO31,RO313,Grassland,Spontaneously re-vegetated surfaces,Fallow land
25.482828905,44.811987417,"55382538",,,,,4.60,5.11,7.50,12.00,"0",0.00,1.30,66.40,E20,U111,RO,RO3,RO31,RO313,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.720143054,45.638045482,"55382632",,,,,4.60,4.90,14.86,10.40,"0",24.50,1.40,86.80,E20,U111,RO,RO1,RO12,RO122,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.80307593,45.918969513,"55382664",,,,,5.10,5.50,16.82,18.60,"0",28.10,2.10,148.60,B16,U111,RO,RO1,RO12,RO123,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
25.897718996,46.234834515,"55382700",,,,,7.40,7.65,54.30,40.80,"55",15.30,5.10,142.70,E20,U111,RO,RO1,RO12,RO124,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.99381379,46.550514509,"55382736","12","32","14","53",4.70,5.09,14.03,25.60,"0",0.00,2.80,69.30,E20,U111,RO,RO1,RO12,RO124,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
26.251800011,47.373915413,"55382830",,,,,5.90,5.94,9.66,17.50,"0",10.70,2.00,61.20,E20,U111,RO,RO2,RO21,RO215,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
26.268623936,47.426429844,"55382836",,,,,4.20,4.59,14.85,21.60,"0",6.90,2.20,54.80,E20,U111,RO,RO2,RO21,RO215,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
26.342034853,47.65393245,"55382862",,,,,6.20,6.42,53.80,23.90,"1",70.50,2.80,1062.20,B16,U111,RO,RO2,RO21,RO215,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
23.859221407,37.976121428,"55401766",,,,,7.80,8.16,21.30,7.80,"271",7.10,0.80,154.80,E30,U111,EL,EL3,EL30,EL305,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
23.884973586,38.10081255,"55401780",,,,,7.40,7.63,51.20,22.30,"530",21.20,2.20,197.50,C22,U370,EL,EL3,EL30,EL305,Woodland,Pine dominated coniferous woodland,Residential
24.634266752,41.456232039,"55402158",,,,,5.60,5.77,27.70,21.70,"1",4.20,2.00,81.50,C32,U120,BG,BG4,BG42,BG424,Woodland,Pine dominated mixed woodland,Forestry
24.672730732,41.615483892,"55402176","12","19","41","41",4.10,4.42,14.39,34.30,"0",45.00,3.20,132.60,E10,U361,BG,BG4,BG42,BG424,Grassland,Grassland with sparse tree/shrub cover,"Amenities, museum, leisure (e.g. parks, botanical gardens)"
24.681315061,41.650866761,"55402180","9","14","41","45",4.40,4.55,47.00,38.60,"0",13.10,3.50,89.10,C31,U120,BG,BG4,BG42,BG424,Woodland,Spruce dominated mixed woodland,Forestry
24.711466198,41.774688404,"55402194","9","12","48","40",4.00,4.26,40.10,63.00,"0",14.90,4.00,94.20,C31,U120,BG,BG4,BG42,BG424,Woodland,Spruce dominated mixed woodland,Forestry
24.878069019,42.446365299,"55402270",,,,,5.30,5.59,12.85,6.30,"1",6.40,0.80,69.70,C10,U420,BG,BG4,BG42,BG421,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
25.008626161,42.958397853,"55402328",,,,,7.40,7.61,22.60,24.40,"20",44.60,3.00,397.00,D10,U420,BG,BG3,BG32,BG322,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
25.326927616,44.157127768,"55402464",,,,,4.90,5.44,8.12,14.50,"0",14.00,1.50,165.80,B31,U111,RO,RO3,RO31,RO317,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
