X,Y,Point_ID,Coarse,Clay,Sand,Silt,pH_CaCl2,pH_H20,EC,OC,CaCO3,P,N,K,LC,LU,NUTS_0,NUTS_1,NUTS_2,NUTS_3,LC0_Desc,LC1_Desc,LU1_Desc
10.779055097,47.26679362,"43802684",,,,,7.00,7.17,126.00,146.50,"100",74.60,12.80,121.20,E20,U111,AT,AT3,AT33,AT334,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.781485215,47.428805619,"43802702","32","13","29","58",6.90,6.96,131.50,161.70,"77",45.30,11.70,140.00,E20,U111,AT,AT3,AT33,AT331,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.790285194,48.004742663,"43802766",,,,,5.70,5.88,141.40,116.50,"0",59.80,13.30,99.10,E20,U111,DE,DE2,DE27,DE27B,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.792806026,48.166696632,"43802784",,,,,6.40,6.60,8.65,10.50,"0",39.80,1.40,137.40,B14,U111,DE,DE2,DE27,DE276,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens)
10.807780918,49.102209258,"43802888",,,,,6.40,6.41,38.50,20.70,"2",49.60,2.60,329.80,B16,U111,DE,DE2,DE25,DE25C,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
10.839013362,50.918371078,"43803090",,,,,7.10,7.25,23.30,54.30,"28",57.50,5.30,712.00,E20,U111,DE,DEG,DEG0,DEG0C,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.848549265,51.439677056,"43803148",,,,,4.70,4.95,43.70,40.80,"0",31.30,2.80,108.80,C21,U120,DE,DEG,DEG0,DEG07,Woodland,Spruce dominated coniferous woodland,Forestry
10.862498843,52.176605994,"43803230",,,,,6.80,7.25,6.07,23.30,"0",14.90,1.60,60.90,C10,U120,DE,DE9,DE91,DE917,Woodland,Broadleaved woodland,Forestry
10.869510989,52.536053541,"43803270",,,,,5.70,6.02,13.58,19.80,"0",99.50,1.80,254.80,B13,U111,DE,DE9,DE91,DE914,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
10.872712344,52.697799891,"43803288",,,,,4.00,4.38,7.47,18.70,"0",19.00,1.20,61.30,C32,U120,DE,DEE,DEE0,DEE04,Woodland,Pine dominated mixed woodland,Forestry
10.768814212,44.744462304,"43822404",,,,,7.10,7.32,68.70,31.30,"82",64.30,3.60,552.40,B82,U111,IT,ITH,ITH5,ITH53,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
10.775543152,45.231189833,"43822458",,,,,6.80,6.91,142.10,46.20,"74",108.70,5.60,352.70,B55,U111,IT,ITC,ITC4,ITC4B,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
10.788684014,46.150134768,"43822560","7","11","51","38",6.30,6.44,28.60,28.20,"2",7.10,2.10,57.50,E20,U361,IT,ITH,ITH2,ITH20,Grassland,Grassland without tree/shrub cover,"Amenities, museum, leisure (e.g. parks, botanical gardens)"
10.822013386,48.310448713,"43822800",,,,,6.20,6.56,8.70,25.80,"0",47.40,2.90,222.80,B11,U111,DE,DE2,DE27,DE271,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.852364503,50.091128538,"43822998",,,,,6.10,6.36,25.30,12.60,"0",28.00,1.50,309.30,B11,U111,DE,DE2,DE26,DE267,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.858189952,50.414772423,"43823034",,,,,7.70,8.00,15.87,7.80,"103",9.30,0.80,77.10,F40,U330,DE,DEG,DEG0,DEG0E,Bareland,Other bare soil,Construction
10.870144336,51.061975262,"43823106",,,,,7.50,7.72,22.30,40.70,"21",29.50,3.30,746.60,E20,U311,DE,DEG,DEG0,DEG0D,Grassland,Grassland without tree/shrub cover,Railway transport
10.807016217,45.645491005,"43842504","11","16","12","72",6.10,6.42,60.50,100.20,"3",14.60,11.40,168.10,E20,U111,IT,ITH,ITH3,ITH31,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.864435807,49.209721354,"43842900",,,,,4.30,4.58,28.20,6.20,"1",117.20,0.80,171.70,B16,U111,DE,DE2,DE25,DE25B,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
10.875045548,49.803207618,"43842966",,,,,6.50,6.76,19.24,8.50,"0",24.20,1.10,142.90,B16,U111,DE,DE2,DE24,DE245,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
10.910010476,51.636965024,"43843170",,,,,3.60,3.94,35.40,194.30,"1",35.30,10.40,140.20,C31,U120,DE,DEE,DEE0,DEE09,Woodland,Spruce dominated mixed woodland,Forestry
10.92319837,52.284000785,"43843242",,,,,6.70,7.00,20.50,15.00,"1",20.50,1.70,403.90,B22,U111,DE,DE9,DE91,DE917,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
10.927322502,52.481693939,"43843264",,,,,5.10,5.30,185.20,450.50,"0",41.40,31.00,99.40,E20,U111,DE,DE9,DE91,DE914,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.928833424,52.55358117,"43843272","6","5","76","19",5.00,5.30,18.86,30.20,"0",41.50,1.90,65.10,B18,U111,DE,DE9,DE91,DE914,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens)
10.929970581,52.607496205,"43843278",,,,,3.60,4.21,12.20,47.80,"0",37.00,3.20,132.90,C10,U120,DE,DE9,DE91,DE914,Woodland,Broadleaved woodland,Forestry
10.930730584,52.643439383,"43843282",,,,,6.30,6.58,11.05,13.50,"0",65.60,1.20,140.10,B16,U111,DE,DEE,DEE0,DEE04,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
10.933402616,52.769239444,"43843296","5","9","64","27",6.20,6.64,7.24,12.00,"0",36.10,1.40,140.10,B14,U111,DE,DEE,DEE0,DEE04,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens)
10.935707922,52.877066837,"43843308",,,,,5.70,6.07,4.10,8.90,"0",51.80,1.00,83.90,B15,U111,DE,DE9,DE93,DE934,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
10.943887314,53.254455212,"43843350",,,,,6.50,6.76,21.50,13.20,"0",60.20,1.60,164.90,B32,U111,DE,DE9,DE93,DE935,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
10.957099387,53.847478521,"43843416","14","18","52","30",7.10,7.52,14.62,8.30,"10",34.40,1.00,109.70,E10,U312,DE,DE8,DE80,DE80M,Grassland,Grassland with sparse tree/shrub cover,Road transport
10.968248804,54.332675099,"43843470",,,,,7.00,7.21,21.80,35.10,"40",62.60,3.20,120.30,A30,U319,DE,DEF,DEF0,DEF08,Artificial land,Other artificial areas,"Electricity, gas and thermal power distribution"
10.805363672,43.770116223,"43862296",,,,,7.10,7.54,17.66,16.00,"87",16.20,1.90,136.20,B55,U111,IT,ITI,ITI1,ITI14,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
10.813759974,44.365400089,"43862362",,,,,6.30,6.62,39.50,23.60,"0",65.80,2.60,187.50,E20,U111,IT,ITH,ITH5,ITH54,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.860653742,47.410206325,"43862700","43","20","27","53",6.90,6.98,120.90,120.60,"295",24.40,8.00,206.60,C10,U120,AT,AT3,AT33,AT331,Woodland,Broadleaved woodland,Forestry
10.887331939,48.957687335,"43862872",,,,,6.30,6.50,20.80,17.40,"3",36.60,2.20,317.10,B16,U111,DE,DE2,DE25,DE25C,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
10.896148065,49.4433179,"43862926",,,,,5.50,5.83,12.65,18.20,"0",26.10,2.20,65.50,E20,U111,DE,DE2,DE25,DE258,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.897472986,49.51525586,"43862934",,,,,6.20,6.43,19.42,10.10,"0",52.10,1.30,281.60,B13,U111,DE,DE2,DE25,DE258,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
10.905187859,49.928865033,"43862980",,,,,6.20,6.40,51.20,48.20,"0",10.20,5.90,154.60,E20,U111,DE,DE2,DE24,DE245,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.942628189,51.816475324,"43863190",,,,,3.40,3.73,12.03,49.40,"0",26.50,2.10,36.80,C22,U120,DE,DEE,DEE0,DEE09,Woodland,Pine dominated coniferous woodland,Forestry
10.99596982,54.206639609,"43863456",,,,,6.60,6.78,11.54,12.80,"0",78.90,1.50,162.10,B11,U111,DE,DEF,DEF0,DEF08,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.836677004,44.220915093,"43882346","7","25","31","44",5.90,6.13,8.40,22.20,"1",36.60,2.30,228.40,B52,U111,IT,ITH,ITH5,ITH54,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
10.853207943,45.320716046,"43882468",,,,,7.10,7.33,44.00,21.40,"82",215.60,2.50,383.00,B16,U111,IT,ITH,ITH3,ITH31,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
10.871795095,46.491747364,"43882598","49","13","32","55",4.10,4.23,74.30,65.60,"1",38.90,4.80,94.00,C21,U120,IT,ITH,ITH1,ITH10,Woodland,Spruce dominated coniferous woodland,Forestry
10.893026662,47.751972721,"43882738",,,,,5.70,6.07,71.80,53.20,"1",33.10,6.20,154.30,E20,U111,DE,DE2,DE21,DE21N,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.90739236,48.561702529,"43882828",,,,,7.20,7.55,36.00,53.10,"69",50.40,4.60,142.90,B11,U111,DE,DE2,DE27,DE276,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.915630552,49.011430377,"43882878",,,,,7.20,7.36,36.80,40.40,"38",26.30,4.50,486.10,E20,U111,DE,DE2,DE25,DE25C,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.931641824,49.856712301,"43882972",,,,,6.60,6.77,21.00,20.70,"2",26.20,2.30,64.00,E20,U111,DE,DE2,DE24,DE241,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.960953628,51.312960719,"43883134",,,,,3.90,3.94,9.96,33.00,"0",26.40,2.20,68.90,C33,U120,DE,DEG,DEG0,DEG0A,Woodland,Other mixed woodland,Forestry
10.963595249,51.438785014,"43883148",,,,,6.60,6.75,17.87,20.50,"1",39.90,2.40,109.40,B13,U111,DE,DEG,DEG0,DEG07,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
10.989009767,52.607022078,"43883278",,,,,3.30,3.79,5.20,24.80,"0",22.60,1.40,35.60,C32,U120,DE,DEE,DEE0,DEE04,Woodland,Pine dominated mixed woodland,Forestry
10.995521275,52.894560262,"43883310",,,,,5.20,6.07,3.10,9.00,"0",40.50,0.90,108.40,E30,U111,DE,DEE,DEE0,DEE04,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
11.000059156,53.092238421,"43883332",,,,,5.70,6.02,26.80,13.00,"0",68.10,1.30,222.40,B32,U111,DE,DE9,DE93,DE934,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
10.87327789,44.978038914,"43902430",,,,,7.40,7.76,17.88,10.60,"208",17.50,2.40,226.70,B52,U111,IT,ITC,ITC4,ITC4B,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
10.885326006,45.734968546,"43902514","7","27","10","63",4.70,4.94,67.40,51.50,"0",11.50,5.00,135.00,D20,U120,IT,ITH,ITH2,ITH20,Shrubland,Shrubland without tree cover,Forestry
10.895402302,46.347452,"43902582","10","17","46","37",4.30,4.72,15.04,22.20,"1",7.80,1.60,98.30,C21,U120,IT,ITH,ITH2,ITH20,Woodland,Spruce dominated coniferous woodland,Forestry
10.910773099,47.247765257,"43902682","13","10","45","45",4.60,4.95,52.00,47.90,"1",16.90,4.20,85.00,C31,U410,AT,AT3,AT33,AT334,Woodland,Spruce dominated mixed woodland,Abandoned areas
10.961246209,49.94638949,"43902982",,,,,7.50,7.91,26.90,18.00,"30",36.90,2.00,100.30,B32,U111,DE,DE2,DE24,DE245,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
10.964502152,50.108218834,"43903000","17","22","22","56",5.70,5.86,10.65,29.50,"0",20.30,3.40,54.60,E20,U111,DE,DE2,DE24,DE24C,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.981204552,50.917252938,"43903090",,,,,7.40,7.56,24.00,24.70,"14",15.40,2.70,210.90,E20,U111,DE,DEG,DEG0,DEG01,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
11.035931591,53.343571902,"43903360",,,,,5.80,5.92,33.20,25.90,"0",68.70,2.90,231.40,B16,U111,DE,DE8,DE80,DE80O,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
11.072539836,54.799140566,"43903522",,,,,6.80,7.07,12.03,9.50,"0",28.00,1.30,135.60,B13,U111,DK,DK0,DK02,DK022,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
11.097743701,55.733630524,"43903626",,,,,4.30,4.54,20.40,9.40,"0",63.10,1.10,91.90,B16,U111,DK,DK0,DK02,DK022,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
10.883836886,44.040122097,"43922326","4","26","14","61",4.40,4.63,27.80,29.90,"1",6.80,2.90,192.00,C10,U120,IT,ITI,ITI1,ITI13,Woodland,Broadleaved woodland,Forestry
10.894839747,44.743459137,"43922404",,,,,7.50,7.80,33.60,15.60,"120",12.00,2.30,314.00,B11,U111,IT,ITH,ITH5,ITH54,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.902671449,45.230176491,"43922458",,,,,7.60,8.00,15.56,13.20,"158",29.50,1.20,153.60,B31,U111,IT,ITC,ITC4,ITC4B,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
10.907993287,45.55456517,"43922494",,,,,7.20,7.77,10.71,13.90,"34",41.40,1.50,186.30,B82,U111,IT,ITH,ITH3,ITH31,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
10.958807947,48.417317582,"43922812",,,,,7.30,7.64,37.70,60.80,"159",22.30,5.40,114.30,B32,U111,DE,DE2,DE27,DE275,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
10.969231386,48.957007256,"43922872",,,,,5.60,5.83,16.83,13.50,"1",40.00,1.60,140.40,B11,U111,DE,DE2,DE25,DE25C,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
11.015141365,51.168672227,"43923118",,,,,7.30,7.43,31.60,27.70,"7",32.30,2.80,643.30,B13,U111,DE,DEG,DEG0,DEG0D,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
11.040836365,52.30100338,"43923244",,,,,4.40,4.97,8.54,34.90,"1",23.00,2.30,66.80,C32,U120,DE,DEE,DEE0,DEE07,Woodland,Pine dominated mixed woodland,Forestry
11.073600786,53.648800661,"43923394",,,,,6.20,6.38,17.26,11.40,"0",56.20,1.30,191.30,B11,U111,DE,DE8,DE80,DE80M,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
11.232474308,58.987374464,"43923988",,,,,3.10,4.10,24.90,164.50,"0",37.10,6.40,187.70,C23,U120,SE,SE2,SE23,SE232,Woodland,Other coniferous woodland,Forestry
10.910735073,44.16617295,"43942340",,,,,7.30,7.62,13.11,18.00,"27",6.60,1.90,141.40,C10,U120,IT,ITH,ITH5,ITH55,Woodland,Broadleaved woodland,Forestry
10.927795058,45.211931827,"43942456",,,,,7.60,8.02,18.21,14.60,"191",37.90,1.50,334.80,B16,U111,IT,ITC,ITC4,ITC4B,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
10.942249323,46.058809444,"43942550",,,,,7.20,7.55,22.80,111.80,"29",13.10,3.20,91.10,C22,U120,IT,ITH,ITH2,ITH20,Woodland,Pine dominated coniferous woodland,Forestry
10.95275409,46.653160017,"43942616","8","7","47","45",3.70,4.04,73.90,122.50,"1",50.50,7.10,141.90,C21,U120,IT,ITH,ITH1,ITH10,Woodland,Spruce dominated coniferous woodland,Forestry
10.975727737,47.895263449,"43942754",,,,,6.00,6.10,68.80,52.70,"1",18.60,5.80,93.70,E20,U111,DE,DE2,DE21,DE21E,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.987225851,48.48904579,"43942820",,,,,5.60,5.93,19.83,12.00,"0",72.20,1.60,223.30,B11,U111,DE,DE2,DE27,DE275,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
11.019640968,50.071771409,"43942996",,,,,6.60,6.75,41.30,50.20,"2",14.90,5.40,427.60,E20,U111,DE,DE2,DE24,DE24C,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
11.056529419,51.725622961,"43943180",,,,,3.80,3.93,16.04,49.80,"0",46.30,2.80,45.80,C21,U120,DE,DEE,DEE0,DEE09,Woodland,Spruce dominated coniferous woodland,Forestry
11.07712662,52.58828513,"43943276",,,,,5.40,5.75,10.42,9.10,"0",59.90,1.00,123.50,B13,U111,DE,DEE,DEE0,DEE04,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
11.078887783,52.660169165,"43943284","4","9","58","33",5.40,5.90,6.33,13.80,"0",32.00,1.30,104.20,B16,U111,DE,DEE,DEE0,DEE04,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
11.10758593,53.792288113,"43943410",,,,,6.20,6.40,24.90,10.00,"0",71.10,1.40,138.50,B16,U111,DE,DE8,DE80,DE80M,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
11.109943663,53.882136255,"43943420",,,,,6.70,6.82,28.20,10.80,"0",42.80,1.40,224.40,B11,U111,DE,DE8,DE80,DE80M,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
11.112789071,53.989953891,"43943432",,,,,6.50,6.59,12.70,12.80,"0",38.20,1.50,191.10,B11,U111,DE,DE8,DE80,DE80M,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
11.138210248,54.924381547,"43943536",,,,,7.30,7.71,15.63,13.20,"13",15.70,1.80,54.50,B11,U111,DK,DK0,DK02,DK022,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.91814258,43.06520927,"43962218","3","39","16","46",7.00,7.30,21.80,24.50,"6",9.20,2.90,570.10,B81,U410,IT,ITI,ITI1,ITI1A,Cropland,Olive groves,Abandoned areas
10.941632079,44.526644709,"43962380",,,,,7.60,7.88,24.80,12.10,"136",19.10,1.90,258.80,E20,U111,IT,ITH,ITH5,ITH54,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.951358547,45.103559108,"43962444",,,,,7.60,7.95,15.75,12.60,"50",36.60,1.80,426.70,B16,U111,IT,ITC,ITC4,ITC4B,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
10.958200156,45.500054355,"43962488",,,,,7.50,7.90,17.43,15.20,"84",21.10,1.70,196.80,B82,U111,IT,ITH,ITH3,ITH31,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
10.964213222,45.842398866,"43962526",,,,,6.30,6.55,18.84,24.00,"0",6.90,2.10,72.40,C10,U120,IT,ITH,ITH2,ITH20,Woodland,Broadleaved woodland,Forestry
10.964851903,45.87843078,"43962530","9","21","32","47",6.50,6.98,24.60,59.80,"15",8.40,4.00,200.90,C33,U120,IT,ITH,ITH2,ITH20,Woodland,Other mixed woodland,Forestry
10.969677289,46.14864441,"43962560","6","22","23","55",6.70,6.88,72.30,74.70,"127",15.60,6.30,182.50,C21,U120,IT,ITH,ITH2,ITH20,Woodland,Spruce dominated coniferous woodland,Forestry
10.978522711,46.634918287,"43962614",,,,,5.40,5.56,93.60,55.10,"1",98.40,6.40,305.40,B71,U111,IT,ITH,ITH1,ITH10,Cropland,Apple fruit,Agriculture (excluding fallow land and kitchen gardens)
11.134076312,53.648253302,"43963394","9","12","58","30",6.50,6.73,35.10,14.30,"1",37.60,1.50,247.80,B16,U111,DE,DE8,DE80,DE80M,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
11.293962148,58.770905605,"43963964",,,,,3.90,4.25,26.50,94.80,"0",30.40,5.70,67.50,C21,U120,SE,SE2,SE23,SE232,Woodland,Spruce dominated coniferous woodland,Forestry
10.941187737,42.974717748,"43982208",,,,,7.10,7.47,23.30,22.60,"120",12.80,2.20,118.10,E30,U111,IT,ITI,ITI1,ITI1A,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
10.960331198,44.147685135,"43982338","4","34","10","55",6.50,6.61,8.59,19.40,"1",8.00,2.40,119.70,E10,U111,IT,ITH,ITH5,ITH55,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.962454946,44.273940225,"43982352","6","21","36","43",4.30,4.88,5.62,11.70,"0",0.00,1.20,112.70,C10,U120,IT,ITH,ITH5,ITH54,Woodland,Broadleaved woodland,Forestry
10.967973453,44.598541662,"43982388",,,,,7.50,7.88,19.62,20.20,"87",29.50,2.20,307.50,B52,U111,IT,ITH,ITH5,ITH54,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
10.970764138,44.760813567,"43982406",,,,,7.60,7.97,17.26,15.30,"115",12.70,1.70,289.90,B33,U111,IT,ITH,ITH5,ITH54,Cropland,Soya,Agriculture (excluding fallow land and kitchen gardens)
10.974203859,44.959120438,"43982428",,,,,7.40,7.77,18.46,19.90,"127",25.40,2.50,431.80,B16,U111,IT,ITC,ITC4,ITC4B,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
10.987311409,45.698027308,"43982510","3","17","16","67",5.50,5.67,83.30,61.10,"1",19.90,7.30,155.90,E20,U111,IT,ITH,ITH2,ITH20,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.999206727,46.346533853,"43982582","16","9","51","40",6.20,6.28,126.90,234.30,"13",47.70,10.50,348.30,C33,U120,IT,ITH,ITH2,ITH20,Woodland,Other mixed woodland,Forestry
11.001225588,46.454593506,"43982594","13","13","45","42",4.00,4.24,36.80,71.80,"1",16.80,3.80,126.70,C21,U120,IT,ITH,ITH2,ITH20,Woodland,Spruce dominated coniferous woodland,Forestry
11.028101542,47.840787759,"43982748",,,,,5.90,6.08,64.40,31.70,"0",112.20,4.00,149.80,E20,U111,DE,DE2,DE21,DE21N,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
11.033920884,48.128706121,"43982780",,,,,6.90,7.04,28.90,25.70,"3",35.90,3.00,61.50,B16,U111,DE,DE2,DE21,DE21E,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
11.047326261,48.776386985,"43982852",,,,,7.20,7.73,20.10,21.20,"30",73.30,2.10,422.60,B16,U111,DE,DE2,DE21,DE21I,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
11.054195848,49.100162162,"43982888",,,,,5.70,5.90,55.90,42.20,"0",87.50,4.70,320.90,E20,U111,DE,DE2,DE25,DE25C,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
11.079161929,50.233077212,"43983014",,,,,7.40,7.61,49.20,27.50,"18",66.70,3.40,678.60,B16,U111,DE,DE2,DE24,DE247,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
